name,category,usda_id,source,energy,protein,fat,sat_fat,carbohydrate,total_sugar,starch,fibre,sodium,potassium,calcium,magnesium,phosphorus,iron,copper,zinc,manganese,selenium,iodine,vit_a,vit_c,vit_d,vit_e,vit_k,vit_b1,vit_b2,vit_b3,vit_b6,vit_b12,vit_b9,vit_b7
"Muffin, whole grain","Biscuits, muffins, quick breads",2707836,survey.json,372,6.92,18,2.98,45.7,19.9,,1.8,0.389,0.143,0.168,0.027,0.163,0.00217,0.000086,0.00083,0,0.0000111,0,0.000043,0,0.0000007,0.00314,0.0000157,0.000237,0.000206,0.00196,0.000063,0.00000021,0.000036,0
"Muffin, wheat bran","Biscuits, muffins, quick breads",2707837,survey.json,208,6.26,5.01,2.23,38.7,15.2,,2.2,0.208,0.369,0.093,0.07,0.153,0.00254,0.000145,0.00077,0,0.0000129,0,0.000051,0.0004,0.0000003,0.00019,0.0000007,0.000333,0.00022,0.00175,0.000143,0.00000013,0.000044,0
"Muffin, bran with fruit, lowfat","Biscuits, muffins, quick breads",2707838,survey.json,179,5.42,1.5,0.408,40,20.3,,2.7,0.433,0.259,0.065,0.043,0.132,0.0017,0.000124,0.00074,0,0.0000091,0,0.000016,0.0006,0.0000002,0.0002,0.0000008,0.000207,0.000156,0.00124,0.000086,0.00000009,0.000021,0
"Muffin, oatmeal","Biscuits, muffins, quick breads",2707839,survey.json,370,6.43,18.9,3.13,43.9,20.7,,1.5,0.404,0.134,0.174,0.024,0.163,0.00209,0.000069,0.00079,0,0.0000111,0,0.000045,0,0.0000007,0.00322,0.0000163,0.000221,0.000207,0.00146,0.000045,0.00000022,0.000035,0
"Muffin, oat bran","Biscuits, muffins, quick breads",2707840,survey.json,270,7,7.4,1.09,48.3,8.22,,4.6,0.393,0.507,0.063,0.157,0.376,0.0042,0.00033,0.00184,0,0.000011,0,0,0,0,0.00066,0.000013,0.000262,0.000095,0.00042,0.000161,0.00000001,0.000089,0
"Muffin, plain","Biscuits, muffins, quick breads",2707841,survey.json,374,5.93,16.2,2.67,52,27.5,,0.8,0.358,0.13,0.165,0.015,0.125,0.00229,0.000057,0.00051,0,0.0000095,0,0.000039,0,0.0000006,0.00279,0.0000141,0.000253,0.000216,0.00193,0.000047,0.00000019,0.000042,0
"Muffin, cheese","Biscuits, muffins, quick breads",2707842,survey.json,367,9.72,23,5.45,30.5,1.88,,1,0.491,0.133,0.261,0.019,0.201,0.00253,0.00006,0.00104,0,0.0000143,0,0.000084,0,0.0000008,0.00334,0.0000167,0.000297,0.000303,0.00223,0.000052,0.0000003,0.00005,0
"Muffin, pumpkin","Biscuits, muffins, quick breads",2707843,survey.json,305,4.97,12.9,2.15,43.2,22.6,,1.4,0.285,0.153,0.137,0.018,0.108,0.00215,0.000071,0.00045,0,0.0000077,0,0.000031,0.0008,0.0000005,0.00247,0.000015,0.000206,0.000183,0.00161,0.00005,0.00000015,0.000035,0
"Muffin, zucchini","Biscuits, muffins, quick breads",2707844,survey.json,306,5.05,13.1,2.17,42.6,22.7,,0.9,0.29,0.164,0.137,0.016,0.109,0.00193,0.000058,0.00048,0,0.0000077,0,0.000032,0.003,0.0000005,0.00228,0.0000123,0.000213,0.000194,0.00165,0.000073,0.00000016,0.000038,0
"Muffin, carrot","Biscuits, muffins, quick breads",2707845,survey.json,314,5.01,13.2,2.17,44.4,23.3,,1.4,0.309,0.167,0.141,0.015,0.11,0.00189,0.00006,0.00047,0,0.0000077,0,0.000032,0.001,0.0000005,0.0024,0.0000143,0.000218,0.000195,0.00186,0.000069,0.00000016,0.00004,0
Popover,"Biscuits, muffins, quick breads",2707846,survey.json,268,11,9.2,4.14,35.3,4.04,,1.1,0.284,0.221,0.123,0.024,0.185,0.00281,0.000064,0.00103,0,0.0000179,0,0.000136,0,0.0000017,0.00039,0.0000007,0.000357,0.000397,0.00253,0.000079,0.0000005,0.000063,0
"Bread, Boston Brown","Biscuits, muffins, quick breads",2707847,survey.json,274,10.7,4.53,0.697,47.5,5.73,,4,0.45,0.141,0.125,0.041,0.129,0.0036,0.000148,0.00104,0,0.0000288,0,0,0.0002,0,0.00019,0.0000049,0.000411,0.000252,0.00559,0.000111,0,0.000085,0
"Bread, nut","Biscuits, muffins, quick breads",2707848,survey.json,403,6.59,20.1,2.93,49.7,26,,1.2,0.336,0.152,0.161,0.024,0.143,0.00231,0.000138,0.00067,0,0.0000093,0,0.000037,0.0001,0.0000006,0.00267,0.0000134,0.000251,0.000213,0.00189,0.000088,0.00000018,0.000045,0
"Bread, pumpkin","Biscuits, muffins, quick breads",2707849,survey.json,305,4.97,12.9,2.15,43.2,22.6,,1.4,0.285,0.153,0.137,0.018,0.108,0.00215,0.000071,0.00045,0,0.0000077,0,0.000031,0.0008,0.0000005,0.00247,0.000015,0.000206,0.000183,0.00161,0.00005,0.00000015,0.000035,0
"Bread, fruit","Biscuits, muffins, quick breads",2707850,survey.json,374,6.01,18.1,2.65,47.3,25.2,,1.2,0.302,0.171,0.146,0.025,0.131,0.00207,0.000135,0.00062,0,0.0000084,0,0.000033,0.0013,0.0000005,0.00241,0.000012,0.000233,0.000192,0.00178,0.000104,0.00000016,0.000042,0
"Bread, zucchini","Biscuits, muffins, quick breads",2707851,survey.json,306,5.05,13.1,2.17,42.6,22.7,,0.9,0.29,0.164,0.137,0.016,0.109,0.00193,0.000058,0.00048,0,0.0000077,0,0.000032,0.003,0.0000005,0.00228,0.0000123,0.000213,0.000194,0.00165,0.000073,0.00000016,0.000038,0
"Bread, Irish soda","Biscuits, muffins, quick breads",2707852,survey.json,301,6.48,8.96,4.49,51.1,21.9,,2.3,0.445,0.276,0.105,0.024,0.12,0.00263,0.00012,0.00058,0,0.0000084,0,0.000089,0.0008,0.0000004,0.00016,0.0000016,0.000285,0.000245,0.00222,0.000076,0.0000001,0.000043,0
"Cake or cupcake, NFS",Cakes and pies,2707853,survey.json,352,2.84,14.8,3.47,53.6,39.5,,1,0.304,0.098,0.07,0.015,0.138,0.0013,0.000114,0.00037,0,0.0000045,0,0.000019,0,0.0000003,0.00201,0.0000088,0.000066,0.000176,0.000696,0.000028,0.00000011,0.000022,0
"Cake, angel food",Cakes and pies,2707854,survey.json,257,6.1,0.3,0.043,58.7,30.5,,0.2,0.511,0.135,0.084,0.008,0.232,0.00023,0.000068,0.00013,0,0.0000153,0,0,0,0,0.00001,0.0000001,0.000074,0.000182,0.000154,0.000005,0.00000003,0.000013,0
"Cake or cupcake, apple",Cakes and pies,2707855,survey.json,376,2.41,17.5,3.19,52.5,39.5,,0.9,0.28,0.052,0.071,0.005,0.109,0.0009,0.000025,0.00026,0,0.0000044,0,0.00002,0.0002,0.0000003,0.00267,0.0000152,0.00006,0.00023,0.000645,0.000029,0.00000012,0.000022,0
"Cake or cupcake, banana",Cakes and pies,2707856,survey.json,379,2.47,17.5,3.2,53.1,39.6,,1,0.28,0.075,0.071,0.008,0.111,0.00088,0.000032,0.00027,0,0.0000044,0,0.00002,0.001,0.0000003,0.00266,0.0000152,0.000063,0.000228,0.000699,0.000046,0.00000012,0.000023,0
"Cake or cupcake, Black Forest",Cakes and pies,2707857,survey.json,228,3.49,10.7,3.72,31.3,18.3,,1.7,0.214,0.123,0.084,0.021,0.139,0.0012,0.000137,0.00045,0,0.0000047,0,0.000046,0.0006,0.0000003,0.00146,0.0000065,0.00007,0.000126,0.000744,0.000043,0.00000016,0.000021,0
"Cake, Boston cream pie",Cakes and pies,2707858,survey.json,252,2.4,8.5,2.44,42.9,36.1,,1.4,0.254,0.039,0.023,0.006,0.049,0.00038,0.000042,0.00016,0,0.0000041,0,0.000023,0.0002,0.0000001,0.00015,0.0000031,0.000408,0.00027,0.000191,0.000026,0.00000016,0.000014,0
"Cake or cupcake, carrot",Cakes and pies,2707859,survey.json,374,2.49,17.5,3.19,51.8,38.5,,1.1,0.288,0.074,0.073,0.006,0.112,0.0009,0.000029,0.00028,0,0.0000044,0,0.00002,0.0005,0.0000003,0.00271,0.0000165,0.000064,0.000237,0.000773,0.000039,0.00000012,0.000025,0
"Cake or cupcake, coconut",Cakes and pies,2707860,survey.json,368,2.5,15.7,5.17,54.5,40.6,,1.3,0.311,0.075,0.064,0.009,0.118,0.00094,0.00005,0.00029,0,0.0000054,0,0.000017,0,0.0000002,0.00181,0.0000105,0.000061,0.000216,0.00072,0.000028,0.0000001,0.000021,0
"Cheesecake, plain",Cakes and pies,2707861,survey.json,399,5.29,26.5,14.4,34.8,26.6,,0.5,0.277,0.104,0.067,0.012,0.103,0.00075,0.000027,0.00058,0,0.0000087,0,0.00022,0,0.0000003,0.00077,0.0000038,0.000054,0.000206,0.000635,0.000042,0.00000011,0.000021,0
"Cheesecake, fruit",Cakes and pies,2707862,survey.json,387,4.8,23.9,12.9,38.2,28.8,,0.6,0.252,0.102,0.063,0.011,0.095,0.00072,0.000034,0.00053,0,0.000008,0,0.000198,0.0009,0.0000003,0.0007,0.0000034,0.00005,0.000193,0.000575,0.00004,0.0000001,0.00002,0
"Cheesecake, chocolate",Cakes and pies,2707863,survey.json,394,5.72,26.1,14.2,35.5,25.9,,1.6,0.269,0.147,0.069,0.026,0.122,0.00114,0.00014,0.00076,0,0.0000088,0,0.000213,0,0.0000003,0.00075,0.0000038,0.000055,0.000207,0.000682,0.000044,0.0000001,0.000021,0
"Cake or cupcake, chocolate with white icing, bakery",Cakes and pies,2707864,survey.json,355,2.79,14.6,2.98,54.4,40.2,,1.2,0.296,0.08,0.067,0.017,0.13,0.00116,0.000115,0.00041,0,0.0000045,0,0.000019,0,0.0000003,0.00199,0.0000117,0.000063,0.00024,0.000719,0.000028,0.00000011,0.000023,0
"Cake or cupcake, chocolate with white icing, from mix",Cakes and pies,2707865,survey.json,349,3.05,14.4,2.98,53.1,38.2,,1.4,0.306,0.084,0.073,0.018,0.14,0.00125,0.000125,0.00044,0,0.0000049,0,0.000021,0,0.0000003,0.00203,0.0000116,0.000068,0.000235,0.000765,0.000031,0.00000012,0.000024,0
"Cake or cupcake, chocolate with chocolate icing, bakery",Cakes and pies,2707866,survey.json,345,3.29,15.2,4.12,52.2,37.8,,1.6,0.295,0.153,0.07,0.026,0.157,0.00173,0.000205,0.0005,0,0.0000048,0,0.000019,0,0.0000003,0.002,0.0000058,0.000065,0.000112,0.000674,0.00003,0.00000011,0.00002,0
"Cake or cupcake, chocolate with chocolate icing, from mix",Cakes and pies,2707867,survey.json,341,3.49,15,4,51.2,36,,1.7,0.305,0.149,0.075,0.026,0.164,0.00176,0.000205,0.00052,0,0.0000052,0,0.000021,0,0.0000003,0.00204,0.0000064,0.000069,0.000121,0.000724,0.000033,0.00000012,0.000021,0
"Cake or cupcake, chocolate, no icing",Cakes and pies,2707868,survey.json,303,5.08,13.2,2.98,43.3,21.5,,2.3,0.387,0.117,0.12,0.03,0.221,0.00198,0.000209,0.00068,0,0.0000081,0,0.000034,0,0.0000005,0.00237,0.0000106,0.000107,0.00019,0.00113,0.000051,0.0000002,0.000035,0
"Cake or cupcake, German chocolate",Cakes and pies,2707869,survey.json,360,3.7,17.6,5.61,49.9,34.7,,2.4,0.297,0.169,0.071,0.03,0.164,0.00177,0.000233,0.00064,0,0.000006,0,0.000019,0,0.0000003,0.00189,0.000006,0.000081,0.000115,0.000739,0.000037,0.00000011,0.000021,0
"Cake or cupcake, gluten free",Cakes and pies,2707870,survey.json,410,4.87,29.4,16.2,37.9,34,,2.4,0.119,0.186,0.029,0.05,0.102,0.0017,0.00029,0.00098,0,0.0000093,0,0.000176,0,0.0000007,0.00036,0.0000036,0.000038,0.000135,0.000175,0.000029,0.0000002,0.000019,0
"Cake, chocolate, flourless",Cakes and pies,2707871,survey.json,410,4.87,29.4,16.2,37.9,34,,2.4,0.119,0.186,0.029,0.05,0.102,0.0017,0.00029,0.00098,0,0.0000093,0,0.000176,0,0.0000007,0.00036,0.0000036,0.000038,0.000135,0.000175,0.000029,0.0000002,0.000019,0
"Cake, cream",Cakes and pies,2707872,survey.json,286,3.84,17,7.7,30,16.5,,0.4,0.234,0.094,0.114,0.009,0.151,0.00082,0.000028,0.00038,0,0.0000048,0,0.000102,0,0.0000004,0.00161,0.0000067,0.000078,0.000133,0.00065,0.000045,0.00000025,0.000021,0
"Snack cake, chocolate",Cakes and pies,2707873,survey.json,399,3.63,15.9,4.88,60.3,37.8,,3.2,0.332,0.176,0.116,0.036,0.087,0.0036,0.000305,0.00104,0,0.0000034,0,0.000001,0.0019,0,0.00109,0.0000106,0.000037,0.000075,0.000925,0.000143,0.00000006,0.000026,0
"Snack cake, white",Cakes and pies,2707874,survey.json,374,3.47,11.5,4.14,64,37.3,,1,0.47,0.071,0.024,0.008,0.185,0.00136,0.000148,0.0006,0,0.0000035,0,0.000005,0.0001,0.0000001,0.00062,0.0000097,0.000181,0.000168,0.00155,0,0.00000019,0.000038,0
"Cake, fruit cake",Cakes and pies,2707875,survey.json,324,2.9,9.1,1.05,61.6,27.4,,3.7,0.101,0.153,0.033,0.016,0.052,0.00207,0.00005,0.00027,0,0.000002,0,0.000007,0.0005,0,0.0009,0.0000015,0.00005,0.000099,0.000791,0.000046,0.00000001,0.00002,0
"Cake or cupcake, gingerbread",Cakes and pies,2707876,survey.json,276,3.64,9.16,2.35,45.3,28.3,,1,0.411,0.217,0.062,0.014,0.152,0.00298,0.000154,0.00032,0,0.0000037,0,0.000014,0.0001,0.0000002,0.0002,0.0000039,0.00017,0.000162,0.00139,0.000027,0.00000006,0.000026,0
Ice cream cake,Cakes and pies,2707877,survey.json,283,2.95,12.7,4.8,39.3,31.2,,0.5,0.196,0.121,0.099,0.009,0.112,0.00048,0.000023,0.00047,0,0.000003,0,0.000067,0.0003,0.0000002,0.00116,0.000006,0.000054,0.00024,0.000416,0.000038,0.00000025,0.000014,0
"Cake, jelly roll",Cakes and pies,2707878,survey.json,285,3.14,1.52,0.446,64.5,42,,0.8,0.357,0.089,0.048,0.008,0.084,0.00172,0.000079,0.00031,0,0.0000059,0,0.000024,0.004,0.0000001,0.00019,0.0000001,0.000141,0.000182,0.00108,0.000038,0.00000013,0.000031,0
"Cake or cupcake, lemon",Cakes and pies,2707879,survey.json,339,2.42,13.5,2.67,51.9,38.2,,0.4,0.304,0.047,0.07,0.005,0.119,0.00087,0.000024,0.00024,0,0.0000042,0,0.000019,0.0019,0.0000003,0.00194,0.0000111,0.000066,0.000225,0.000711,0.000029,0.00000012,0.000024,0
"Cake or cupcake, marble",Cakes and pies,2707880,survey.json,347,3.07,15.1,4.04,52.6,38.4,,1.2,0.305,0.133,0.071,0.019,0.152,0.00157,0.000155,0.00042,0,0.0000046,0,0.000019,0,0.0000003,0.00202,0.0000059,0.000066,0.000112,0.000673,0.00003,0.00000011,0.00002,0
"Cake or cupcake, peanut butter",Cakes and pies,2707881,survey.json,382,6.12,19.8,4.08,47.5,32.3,,2,0.332,0.158,0.074,0.042,0.177,0.0014,0.000178,0.00077,0,0.0000051,0,0.000019,0,0.0000003,0.00313,0.0000098,0.000084,0.000224,0.00265,0.000094,0.00000011,0.000035,0
"Cake, pound",Cakes and pies,2707882,survey.json,353,5,14,4.81,53.6,33.4,,0.6,0.377,0.149,0.047,0.008,0.14,0.00148,0.000042,0.00043,0,0.000005,0,0.000069,0,0.0000008,0.00065,0.0000017,0.000173,0.000249,0.00162,0.000036,0.00000036,0.000042,0
"Cake or cupcake, pumpkin",Cakes and pies,2707883,survey.json,373,2.5,17.5,3.2,51.6,38.4,,1.1,0.28,0.066,0.073,0.007,0.112,0.00102,0.000033,0.00028,0,0.0000044,0,0.00002,0.0004,0.0000003,0.00275,0.0000168,0.000061,0.000233,0.000674,0.000031,0.00000012,0.000023,0
"Cake or cupcake, red velvet",Cakes and pies,2707884,survey.json,355,2.79,14.6,2.98,54.4,40.2,,1.2,0.296,0.08,0.067,0.017,0.13,0.00116,0.000115,0.00041,0,0.0000045,0,0.000019,0,0.0000003,0.00199,0.0000117,0.000063,0.00024,0.000719,0.000028,0.00000011,0.000023,0
"Cake or cupcake, spice",Cakes and pies,2707885,survey.json,410,2.66,19.4,3.54,56.4,42.2,,0.9,0.311,0.051,0.078,0.005,0.121,0.00098,0.000025,0.00029,0,0.0000049,0,0.000023,0,0.0000003,0.00294,0.0000169,0.000065,0.000253,0.00071,0.000029,0.00000013,0.000024,0
"Cake, sponge",Cakes and pies,2707886,survey.json,290,5.4,2.7,0.802,61,36.7,,0.5,0.623,0.099,0.07,0.011,0.137,0.00272,0.000062,0.00051,0,0.0000091,0,0.000044,0,0.0000002,0.00024,0.0000002,0.000243,0.000269,0.00193,0.000052,0.00000024,0.000047,0
"Cake or cupcake, strawberry",Cakes and pies,2707887,survey.json,326,2.22,12.9,2.53,50.2,37.4,,0.5,0.283,0.052,0.065,0.005,0.11,0.00087,0.000025,0.00023,0,0.0000039,0,0.000017,0.0033,0.0000002,0.00184,0.0000107,0.000061,0.000218,0.000692,0.000027,0.0000001,0.000022,0
"Cake, torte",Cakes and pies,2707888,survey.json,241,3.28,10.4,2.99,33.9,19.1,,0.9,0.273,0.085,0.094,0.009,0.145,0.00101,0.000037,0.00031,0,0.0000051,0,0.000039,0.0143,0.0000003,0.00169,0.0000076,0.000081,0.000132,0.00083,0.000044,0.00000016,0.000025,0
"Cake, tres leche",Cakes and pies,2707889,survey.json,270,6.39,8.67,4.68,42,33.4,,0.3,0.071,0.193,0.135,0.016,0.145,0.00094,0.000025,0.00066,0,0.0000105,0,0.00009,0.001,0.000001,0.00031,0.0000006,0.000127,0.000284,0.000763,0.000041,0.00000026,0.000024,0
"Cake, pineapple, upside down",Cakes and pies,2707890,survey.json,273,2.38,12.2,4.54,39.1,28.2,,0.7,0.214,0.074,0.08,0.01,0.104,0.00094,0.000058,0.00024,0,0.000004,0,0.000069,0.0015,0.0000003,0.00121,0.000006,0.000074,0.0001,0.000644,0.000048,0.0000001,0.000019,0
"Cake or cupcake, white with white icing, bakery",Cakes and pies,2707891,survey.json,359,2.4,14.3,2.82,55,41.3,,0.4,0.313,0.043,0.069,0.005,0.119,0.00087,0.000023,0.00024,0,0.0000042,0,0.000019,0,0.0000003,0.00201,0.0000117,0.000066,0.000239,0.000717,0.000027,0.00000012,0.000023,0
"Cake or cupcake, white with white icing, from mix",Cakes and pies,2707892,survey.json,353,2.62,14.2,2.8,53.8,39.3,,0.4,0.325,0.044,0.076,0.005,0.129,0.00094,0.000025,0.00026,0,0.0000046,0,0.000021,0,0.0000003,0.00205,0.0000116,0.000071,0.000234,0.000762,0.000029,0.00000013,0.000025,0
"Cake or cupcake, white with chocolate icing, bakery",Cakes and pies,2707893,survey.json,349,2.9,15,3.96,52.8,38.8,,0.8,0.313,0.116,0.072,0.014,0.147,0.00144,0.000113,0.00034,0,0.0000045,0,0.000019,0,0.0000003,0.00202,0.0000059,0.000067,0.000111,0.000672,0.000029,0.00000012,0.00002,0
"Cake or cupcake, white with chocolate icing, from mix",Cakes and pies,2707894,survey.json,345,3.06,14.7,3.82,51.9,37.1,,0.7,0.324,0.109,0.078,0.013,0.153,0.00144,0.000105,0.00035,0,0.0000049,0,0.000021,0,0.0000003,0.00207,0.0000064,0.000072,0.00012,0.000722,0.000031,0.00000013,0.000022,0
"Cake or cupcake, white, no icing",Cakes and pies,2707895,survey.json,310,4.36,12.8,2.69,44.4,23.4,,0.6,0.419,0.051,0.124,0.008,0.202,0.00146,0.000042,0.00039,0,0.0000076,0,0.000034,0,0.0000005,0.0024,0.0000107,0.000111,0.000188,0.00112,0.000049,0.00000021,0.000036,0
"Cake, strawberry shortcake",Cakes and pies,2707896,survey.json,214,3.31,4.73,2.48,40.1,25.9,,0.9,0.313,0.116,0.055,0.01,0.086,0.0016,0.000048,0.00035,0,0.000005,0,0.00005,0.0124,0.0000002,0.0003,0.000001,0.000134,0.000156,0.00112,0.000041,0.00000016,0.000029,0
"Cake or cupcake, zucchini",Cakes and pies,2707897,survey.json,371,2.52,17.5,3.2,51.1,38.3,,0.9,0.28,0.072,0.072,0.007,0.112,0.00092,0.000028,0.00029,0,0.0000044,0,0.00002,0.0016,0.0000003,0.00266,0.0000156,0.000063,0.000237,0.000682,0.000041,0.00000012,0.000024,0
"Cookie, batter or dough, raw",Cookies and brownies,2707898,survey.json,435,4.97,22.4,4.33,54.5,29.2,,0.9,0.533,0.08,0.054,0.012,0.069,0.00216,0.000057,0.00038,0,0.0000088,0,0.000218,0.0001,0.0000003,0.00246,0.0000241,0.000313,0.000203,0.00218,0.000036,0.00000014,0.00006,0
"Cookie, NFS",Cookies and brownies,2707899,survey.json,492,5.1,24.7,8.09,65.4,32.9,,2,0.311,0.171,0.021,0.041,0.109,0.00558,0.000323,0.00072,0,0.0000039,0,0,0,0,0.00201,0.0000337,0.000292,0.000297,0.00266,0.000058,0.00000003,0.000072,0
"Cookie, almond",Cookies and brownies,2707900,survey.json,514,5.37,26.2,8.1,63.8,21.6,,1.3,0.353,0.088,0.013,0.014,0.066,0.00298,0.00009,0.00049,0,0.0000062,0,0,0,0,0.00244,0.000011,0.000353,0.000314,0.00328,0.000071,0,0.000081,0
"Cookie, applesauce",Cookies and brownies,2707901,survey.json,450,6.2,18.1,4.52,68.7,24.7,,2.8,0.52,0.142,0.037,0.033,0.138,0.00258,0.000134,0.00079,0,0.0000098,0,0.000005,0.0005,0,0.00026,0.000008,0.000267,0.00023,0.00223,0.000066,0,0.000059,0
"Cookie, biscotti",Cookies and brownies,2707902,survey.json,373,7.63,8.38,1.29,67,28.4,,1.4,0.262,0.097,0.112,0.017,0.205,0.00315,0.000083,0.00051,0,0.0000128,0,0.00002,0.0004,0.0000003,0.0014,0.0000065,0.000378,0.000277,0.00301,0.000037,0.0000001,0.000062,0
"Cookie, brownie, NS as to icing",Cookies and brownies,2707903,survey.json,405,4.8,16.3,4.24,63.9,36.6,,2.1,0.286,0.149,0.029,0.031,0.101,0.00225,0.000224,0.00072,0,0.0000063,0,0.00002,0,0,0.00015,0.0000065,0.000255,0.00021,0.00172,0.000035,0.00000007,0.000047,0
"Cookie, brownie, without icing",Cookies and brownies,2707904,survey.json,405,4.8,16.3,4.24,63.9,36.6,,2.1,0.286,0.149,0.029,0.031,0.101,0.00225,0.000224,0.00072,0,0.0000063,0,0.00002,0,0,0.00015,0.0000065,0.000255,0.00021,0.00172,0.000035,0.00000007,0.000047,0
"Cookie, brownie, with icing or filling",Cookies and brownies,2707905,survey.json,401,2.94,17,4.88,63.6,47.2,,1.5,0.234,0.173,0.018,0.026,0.09,0.00183,0.000212,0.0005,0,0.0000035,0,0.00001,0,0,0.00086,0.0000032,0.000133,0.000113,0.000915,0.00002,0.00000004,0.000024,0
"Cookie, brownie, reduced fat, NS as to icing",Cookies and brownies,2707906,survey.json,345,2.77,9.68,2.77,61.6,38.7,,11.1,0.29,0.143,0,0.031,0.059,0.00199,0.000178,0.00046,0,0.0000129,0,0,0,0,0.00059,0.000008,0.000178,0.000247,0.00144,0.000019,0.00000002,0.000042,0
"Cookie, butterscotch, brownie",Cookies and brownies,2707907,survey.json,405,4.8,16.3,4.24,63.9,36.6,,2.1,0.286,0.149,0.029,0.031,0.101,0.00225,0.000224,0.00072,0,0.0000063,0,0.00002,0,0,0.00015,0.0000065,0.000255,0.00021,0.00172,0.000035,0.00000007,0.000047,0
"Cookie, bar, with chocolate",Cookies and brownies,2707908,survey.json,492,5.1,24.7,8.09,65.4,32.9,,2,0.311,0.171,0.021,0.041,0.109,0.00558,0.000323,0.00072,0,0.0000039,0,0,0,0,0.00201,0.0000337,0.000292,0.000297,0.00266,0.000058,0.00000003,0.000072,0
"Cookie, chocolate chip",Cookies and brownies,2707909,survey.json,492,5.1,24.7,8.09,65.4,32.9,,2,0.311,0.171,0.021,0.041,0.109,0.00558,0.000323,0.00072,0,0.0000039,0,0,0,0,0.00201,0.0000337,0.000292,0.000297,0.00266,0.000058,0.00000003,0.000072,0
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",Cookies and brownies,2707910,survey.json,505,5.83,29,12,59.2,41.2,,2.5,0.261,0.194,0.041,0.051,0.112,0.0023,0.000347,0.00095,0,0.000007,0,0.000126,0.0001,0.0000002,0.00023,0.0000026,0.000185,0.000144,0.00142,0.000107,0.00000006,0.000039,0
"Cookie, chocolate chip, reduced fat",Cookies and brownies,2707911,survey.json,451,5.97,17.9,5.96,67.5,32.8,,3,0.418,0.134,0,0.032,0.063,0.00322,0.000204,0.00059,0,0.000006,0,0,0,0,0.00147,0.0000041,0.000263,0.000185,0.00198,0.000022,0,0.000062,0
"Cookie, chocolate chip sandwich",Cookies and brownies,2707912,survey.json,425,2.94,17.6,5.88,63.5,38.2,,0,0.279,0.094,0,0.025,0.059,0.00106,0.000211,0.00069,0,0.0000118,0,0,0,0,0.00184,0.0000042,0.000246,0.000166,0.00183,0.000019,0.00000002,0.000056,0
"Cookie, chocolate, made with rice cereal",Cookies and brownies,2707913,survey.json,440,3.23,19.4,11.3,63.3,40.3,,1.6,0.21,0.227,0.032,0.038,0.096,0.00249,0.00018,0.00067,0,0.0000093,0,0,0,0,0.00196,0.000004,0.000347,0.000401,0.00354,0.000328,0.00000007,0.000024,0
"Cookie, chocolate, made with oatmeal and coconut, no bake",Cookies and brownies,2707914,survey.json,450,6.2,18.1,4.52,68.7,24.7,,2.8,0.52,0.142,0.037,0.033,0.138,0.00258,0.000134,0.00079,0,0.0000098,0,0.000005,0.0005,0,0.00026,0.000008,0.000267,0.00023,0.00223,0.000066,0,0.000059,0
"Cookie, chocolate or fudge",Cookies and brownies,2707915,survey.json,433,6.6,14.2,4.24,72.7,37.4,,3.4,0.58,0.21,0.031,0.053,0.132,0.00401,0.000463,0.00109,0,0.0000057,0,0.000003,0,0,0.00072,0.0000024,0.000203,0.000266,0.00286,0.000051,0.00000009,0.000047,0
"Cookie, marshmallow, chocolate-covered",Cookies and brownies,2707916,survey.json,421,4,16.9,4.72,67.7,44.8,,2,0.188,0.182,0.046,0.036,0.097,0.00253,0.000262,0.00065,0,0.0000044,0,0.000001,0.0001,0,0.00014,0.000007,0.000093,0.000208,0.000784,0.000062,0.00000017,0.000023,0
"Cookie, marshmallow pie, chocolate covered",Cookies and brownies,2707917,survey.json,421,4,16.9,4.72,67.7,44.8,,2,0.188,0.182,0.046,0.036,0.097,0.00253,0.000262,0.00065,0,0.0000044,0,0.000001,0.0001,0,0.00014,0.000007,0.000093,0.000208,0.000784,0.000062,0.00000017,0.000023,0
"Cookie, chocolate, with icing or coating",Cookies and brownies,2707918,survey.json,507,4.5,24.2,16.5,67.9,32,,2.3,0.38,0.095,0.015,0.025,0.075,0.003,0.000267,0.0003,0,0.0000118,0,0,0,0,0.00279,0.0000069,0.00029,0.00019,0.0025,0.000023,0.00000002,0.000058,0
"Cookie, sugar wafer, chocolate-covered",Cookies and brownies,2707919,survey.json,526,3.45,27.6,17.2,66,51.7,,3.4,0.138,0.311,0,0.045,0.117,0.00124,0.000265,0.00061,0,0.0000054,0,0.000001,0,0,0.00216,0.0000069,0.000094,0.000215,0.000642,0.000048,0.00000015,0.000015,0
"Cookie, chocolate sandwich",Cookies and brownies,2707920,survey.json,464,5.21,19.1,5.65,71,40.7,,2.9,0.388,0.234,0.021,0.047,0.093,0.0121,0.000334,0.00074,0,0.0000052,0,0,0,0,0.00247,0.0000274,0.000197,0.000238,0.0026,0.000023,0,0.000061,0
"Cookie, chocolate sandwich, reduced fat",Cookies and brownies,2707921,survey.json,436,2.94,13.2,2.94,76.2,41.2,,2.9,0.471,0.176,0,0.025,0.066,0.00318,0.000188,0.00049,0,0.0000132,0,0,0,0,0.00168,0.000016,0.00029,0.000204,0.00224,0.00002,0,0.000068,0
